SPO_13,OVP_13,FPO_13,BZO_13,GRUNE_13,FRANK_13,NEOS_13,SONST_13,NW_13,SPO_17,OVP_17,FPO_17,GRUNE_17,NEOS_17,PILZ_17,SONST_17,NW_17
104,332,159,19,74,43,30,9,274,135,352,241,28,36,40,22,250
374,276,219,34,173,55,83,25,523,348,362,343,58,78,90,42,455
778,561,447,57,135,94,65,40,826,603,731,673,33,64,63,26,743
1091,870,763,131,692,228,284,63,1764,1127,1331,961,304,241,304,94,1663
211,179,169,22,82,50,36,9,324,236,277,294,23,36,56,16,287
270,93,187,7,24,35,14,9,328,214,141,278,9,10,19,13,255
142,541,190,21,51,43,24,8,385,103,542,274,6,29,14,24,367
177,336,135,10,31,60,12,8,310,143,341,242,11,20,14,14,277
566,465,296,30,91,77,30,16,804,380,475,563,21,40,43,26,812
186,401,171,23,49,48,20,6,374,137,403,319,8,20,15,15,294
145,325,153,12,33,43,26,18,262,82,347,215,10,22,22,10,252
112,303,69,5,36,13,10,9,262,101,290,132,11,16,12,13,209
89,272,146,10,29,22,15,2,204,65,256,192,9,25,17,17,189
290,844,247,35,86,72,37,11,769,230,873,388,22,48,39,18,670
155,402,182,10,43,33,15,6,354,100,395,279,19,28,14,3,334
389,731,209,38,90,84,34,9,621,334,750,409,27,49,28,23,587
633,1211,626,101,326,134,109,45,1614,561,1340,918,94,139,132,58,1445
108,338,141,25,49,36,19,4,295,108,355,238,7,29,25,17,272
72,201,54,3,14,15,6,4,119,48,201,94,5,4,7,8,105
149,277,103,10,39,23,15,9,223,121,296,159,16,18,10,7,207
457,420,349,54,229,72,112,28,721,509,677,499,45,141,90,44,649
73,193,103,27,17,32,8,7,142,52,206,137,3,14,11,4,161
645,162,324,25,92,65,48,16,717,541,285,525,15,42,47,21,681
936,343,770,56,125,160,95,27,1024,765,648,1064,33,63,87,64,926
395,678,346,52,92,89,42,16,624,399,762,508,31,77,73,35,581
909,375,508,53,179,125,85,30,965,824,510,694,37,98,91,51,884
186,270,122,19,51,30,14,7,344,151,251,195,9,24,35,11,342
148,586,207,15,39,43,25,12,313,138,586,361,8,30,23,13,240
220,235,123,7,35,22,10,5,183,192,274,174,11,14,9,9,155
170,318,157,22,74,52,22,12,307,149,378,249,20,30,24,20,266
127,332,135,27,30,23,17,1,165,104,348,178,10,27,11,8,160
430,469,380,74,246,127,123,28,614,492,700,527,61,130,90,40,579
260,880,340,59,95,75,57,19,576,213,998,458,17,60,44,35,534
235,621,293,49,98,101,35,14,440,231,713,450,15,72,41,29,336
706,535,550,52,154,103,81,39,812,660,683,809,41,103,74,64,641
50,396,108,10,48,34,18,9,198,50,412,158,14,25,29,13,164
516,313,394,42,142,95,55,16,654,481,444,518,27,48,53,25,547
343,506,343,45,175,76,79,22,599,346,612,451,49,98,93,35,513
312,374,268,32,60,90,31,18,381,278,484,403,7,42,42,19,364
89,181,76,23,22,24,9,4,139,80,193,123,7,16,10,11,131
60,130,61,12,18,19,8,8,86,64,147,100,5,13,9,9,85
440,305,324,52,127,70,52,23,599,377,368,422,38,56,78,64,520
56,108,57,11,17,23,12,3,96,44,144,76,5,8,8,5,84
130,367,147,20,50,35,29,5,202,106,382,207,4,32,21,9,215
301,210,138,13,14,15,10,2,141,219,200,209,3,6,3,7,146
1043,372,673,58,135,168,72,29,1143,862,632,946,44,92,92,43,1108
539,206,424,34,125,102,63,28,678,534,390,585,23,64,73,29,620
372,154,200,36,76,31,32,20,419,336,225,254,2,33,37,29,353
359,314,200,50,78,35,30,11,389,354,340,277,30,40,37,18,398
197,239,112,21,45,31,31,7,199,179,267,183,11,24,25,12,200
109,256,192,22,35,41,17,11,175,95,299,246,12,23,17,18,172
213,419,195,28,47,43,22,9,303,174,450,316,12,31,17,14,258
302,238,207,37,104,79,43,21,450,274,378,291,25,69,56,24,394
740,429,671,70,165,130,87,34,934,559,622,969,41,84,107,48,888
456,237,290,33,85,55,32,13,370,376,326,406,21,58,42,30,350
251,459,285,34,49,47,39,6,520,194,503,366,15,31,27,16,453
104,585,159,35,52,26,36,11,394,94,578,290,12,37,13,26,326
121,54,37,3,5,3,3,2,79,115,47,63,0,1,5,4,66
121,453,109,11,33,18,18,5,253,107,437,196,11,20,11,12,247
263,467,270,12,69,37,13,13,369,219,485,408,19,15,24,4,362
88,309,69,16,35,19,8,7,186,68,285,145,9,19,8,14,152
474,1384,482,53,183,119,86,33,1040,373,1386,812,54,100,57,36,936
162,445,231,25,28,29,22,5,221,125,450,312,6,29,14,7,206
138,118,71,2,11,7,6,2,105,90,120,94,6,6,6,2,112
94,227,67,16,16,14,8,2,109,59,209,134,4,7,6,6,112
175,533,131,17,60,37,11,6,283,137,474,220,12,33,26,17,318
212,552,172,18,38,45,23,17,425,186,516,336,10,38,15,17,364
171,335,114,13,21,26,11,5,251,119,333,208,10,13,8,7,219
123,322,90,28,31,31,32,6,188,94,330,189,12,22,16,9,183
107,262,108,18,12,24,4,6,177,96,258,204,1,14,6,12,132
115,297,114,7,21,22,11,3,233,82,292,183,9,10,9,12,192
148,527,192,30,59,51,47,16,376,145,580,275,27,41,20,19,336
106,460,141,19,35,44,12,12,273,85,434,224,12,30,10,13,263
90,320,59,14,23,20,11,4,163,65,326,136,5,13,5,3,126
286,353,177,13,55,39,22,10,300,252,360,254,13,24,31,13,302
93,852,157,26,49,53,38,10,372,78,759,321,11,40,16,14,420
73,464,54,10,16,10,4,6,227,84,390,132,11,29,12,4,175
143,402,117,18,46,39,16,10,258,143,401,189,11,24,12,11,249
1145,3331,1107,155,640,268,271,78,2489,961,3443,1557,160,300,170,104,2660
29562,12349,17409,2463,13674,3702,3986,2315,55349,31985,17705,20055,3943,4235,4228,2314,55572
7125,2107,4144,611,2198,1068,649,413,10071,7344,3163,5135,591,657,757,383,9393
8613,3625,7365,894,3048,1199,942,511,14474,8523,5249,7654,861,1148,937,422,14829
732,595,751,93,187,115,60,27,1246,661,715,921,54,108,73,21,1200
203,549,321,48,91,64,24,22,644,191,524,448,26,37,32,18,707
17,137,103,7,20,9,3,8,99,38,139,123,7,9,5,7,106
2270,1098,1802,269,810,309,194,126,5188,2184,1506,2229,234,287,282,130,5012
239,494,319,54,121,59,30,16,694,252,613,438,42,45,37,19,623
190,327,325,34,101,61,42,25,651,171,427,423,56,53,25,18,631
128,340,314,32,83,53,17,25,554,165,429,441,19,34,17,11,466
78,165,104,19,29,19,17,4,280,72,194,163,8,20,14,7,242
80,202,123,13,47,23,15,10,335,81,258,203,12,24,19,14,267
70,269,164,20,49,50,16,12,356,70,309,248,7,29,20,6,342
56,130,65,11,29,11,8,1,153,53,155,89,8,9,15,5,142
103,289,190,26,37,28,17,19,339,105,340,227,8,14,33,11,289
337,467,403,58,97,101,46,28,850,282,553,544,25,56,29,29,863
237,496,271,40,128,74,45,22,885,261,648,323,44,62,31,28,810
156,277,230,17,32,26,11,14,380,110,284,256,3,15,12,4,435
96,109,94,12,13,17,10,10,149,65,145,124,4,12,5,10,142
82,223,152,27,68,22,25,7,307,80,271,214,20,33,13,5,290
742,480,591,67,256,105,49,26,1173,659,725,794,55,89,92,46,1132
205,507,360,56,122,78,46,23,628,237,637,507,34,72,43,33,632
131,335,179,24,50,20,16,5,383,118,347,214,12,34,22,9,428
775,331,593,88,214,123,64,48,1498,684,599,725,54,98,86,28,1430
240,229,259,37,60,57,17,18,712,255,253,364,20,37,20,16,706
131,219,136,27,61,28,25,10,296,127,296,193,16,17,36,11,269
68,168,191,18,34,30,12,7,229,82,169,241,18,20,11,4,224
248,206,162,23,92,24,24,19,435,254,273,271,12,29,20,13,394
381,449,282,65,112,67,44,19,793,329,525,500,32,74,37,26,752
256,373,316,44,76,54,17,17,582,235,457,413,23,51,33,8,508
268,433,333,55,148,85,37,26,1004,248,633,432,50,44,47,23,945
83,194,111,19,51,36,10,6,250,75,232,176,10,15,18,10,231
81,163,106,18,64,26,15,7,239,88,234,188,15,23,15,7,190
117,153,115,16,43,25,7,7,263,116,181,167,14,30,17,8,235
142,362,265,17,55,49,10,10,392,117,397,343,20,35,15,8,342
91,196,176,17,21,29,7,5,229,104,185,230,5,13,6,13,221
116,190,149,14,26,25,12,9,232,104,196,205,8,21,8,5,227
25,66,94,7,7,13,0,8,101,17,89,127,3,7,3,3,81
345,318,275,32,67,42,21,9,558,287,340,377,18,43,16,18,557
421,328,405,41,143,98,29,31,849,350,482,483,25,55,50,31,809
300,316,272,58,135,71,29,18,647,307,417,323,26,59,45,11,661
30,192,41,7,46,11,7,6,131,29,215,49,17,9,5,5,137
63,80,61,4,13,12,1,5,88,50,91,87,4,5,3,1,80
523,402,499,70,175,96,37,23,1008,486,598,662,46,63,63,35,911
63,219,107,21,42,22,11,8,216,77,228,186,14,15,14,5,220
149,389,280,33,101,46,18,21,578,147,528,316,28,28,23,13,551
35,169,116,15,17,14,8,3,204,32,172,154,3,11,6,6,186
62,95,55,5,16,14,2,4,188,54,137,85,2,7,3,3,161
142,274,242,26,37,25,24,3,366,142,293,286,17,20,10,9,374
1107,628,713,109,378,157,91,56,1152,1178,834,1004,86,174,110,62,1182
352,252,306,43,173,52,34,20,422,355,291,311,58,45,34,21,495
597,462,429,59,234,70,74,47,896,586,574,527,80,72,52,29,978
431,278,324,52,136,71,41,20,481,411,371,416,40,43,36,21,518
189,299,123,23,91,35,12,11,308,193,300,230,23,37,18,10,284
549,702,664,96,258,117,58,35,899,615,872,862,60,113,61,28,780
324,334,302,33,110,55,23,11,374,300,380,364,20,34,38,14,449
339,561,425,52,143,89,35,25,590,320,612,563,56,64,50,38,585
258,311,270,26,125,41,19,13,515,271,336,335,33,26,24,21,427
344,404,330,49,136,48,30,31,462,338,430,435,43,63,38,28,535
332,297,348,56,181,54,35,31,380,349,361,415,42,71,48,20,448
141,365,228,42,76,63,29,13,356,136,422,306,18,44,24,11,324
1184,1093,787,185,551,178,90,109,1716,1306,1312,1069,219,157,170,80,1802
234,325,259,55,95,54,28,25,448,265,418,322,18,40,34,25,424
479,556,261,81,139,48,29,34,573,493,623,340,56,41,37,34,597
439,367,327,55,223,68,44,41,647,456,412,427,73,95,65,41,660
137,307,93,28,87,22,16,19,242,174,311,132,34,20,22,25,242
29,237,82,10,17,16,5,4,102,33,263,99,2,10,3,4,96
366,353,212,57,109,49,33,17,457,350,475,315,31,59,24,20,406
413,775,403,42,134,56,27,30,689,351,825,596,31,52,19,22,635
347,621,250,66,245,62,36,45,599,407,684,360,49,56,61,26,615
112,290,99,24,44,29,16,8,229,102,280,160,17,16,16,6,231
269,426,171,26,38,39,17,26,397,192,472,253,7,19,15,10,389
494,579,293,70,265,72,62,29,674,496,666,423,93,78,61,52,741
122,240,139,16,32,24,11,11,201,93,227,212,22,19,7,8,206
962,783,577,116,321,144,86,74,1079,994,990,775,89,142,88,63,1099
411,680,236,60,129,51,27,34,696,427,680,325,52,74,35,22,721
316,253,136,30,70,38,19,29,291,254,286,226,34,29,27,22,281
235,351,161,18,47,43,19,21,259,207,387,243,19,9,17,17,254
529,506,342,64,103,57,28,32,571,491,581,513,18,43,31,24,607
257,506,239,37,83,62,23,25,341,232,539,337,21,34,15,14,369
622,620,283,59,178,59,53,34,566,588,699,406,48,77,43,39,572
282,541,355,23,68,42,15,15,552,211,591,430,23,33,16,11,492
416,286,246,52,173,37,36,27,370,450,383,283,42,47,50,23,398
207,293,133,28,99,34,14,18,252,201,328,186,31,39,21,13,282
805,521,484,120,325,106,74,46,921,812,698,619,104,99,78,49,994
155,280,104,25,48,16,20,5,209,139,303,135,16,22,14,8,196
214,424,169,33,59,38,13,14,331,200,439,210,23,24,27,7,334
317,677,326,71,227,69,27,39,510,343,711,458,79,67,56,41,613
1343,1226,1030,216,765,277,222,126,2549,1583,1639,1286,143,334,191,88,2579
1736,512,848,174,384,229,115,150,1941,1484,811,1184,86,154,165,91,2098
2177,1257,1387,313,917,373,321,201,3846,2220,1862,1840,263,349,324,183,3752
1909,674,729,148,448,193,137,93,2122,1683,974,1175,97,132,250,86,1929
1409,1446,1118,317,1001,338,380,125,3998,1671,1883,1376,239,384,321,115,3832
455,205,151,50,62,44,32,16,452,395,270,234,11,22,31,11,480
355,295,240,41,98,63,29,26,476,318,350,355,32,52,38,22,464
378,430,365,55,188,59,57,34,556,399,551,448,42,87,42,28,584
199,70,58,11,71,18,11,26,176,224,85,73,15,17,27,7,148
160,487,228,46,106,72,27,22,445,190,531,344,20,43,21,16,520
1829,927,1029,173,497,219,135,105,2208,1768,1153,1360,100,159,163,103,2322
209,59,53,19,42,18,2,20,166,192,96,82,6,8,25,9,143
769,587,642,98,309,152,98,52,1236,840,873,814,106,116,82,65,1192
643,323,510,86,249,101,71,35,922,658,511,636,55,95,64,44,853
323,288,275,45,97,46,29,22,495,253,344,338,32,32,23,29,539
134,229,100,31,59,17,11,14,284,161,270,153,15,19,12,8,252
376,413,269,67,115,71,50,34,764,334,557,361,26,53,43,22,736
211,238,148,47,155,41,53,17,420,257,295,164,37,53,37,20,471
748,571,591,109,253,143,86,55,1154,761,736,669,75,156,89,57,1233
1058,885,946,148,453,241,123,78,1774,1084,1235,1298,164,166,86,78,1633
84,151,116,19,32,20,21,6,208,82,184,185,7,26,18,10,178
495,472,485,68,225,92,56,27,979,502,654,542,65,95,75,37,1088
217,509,287,62,124,63,35,15,561,201,604,415,35,69,26,27,574
82,278,188,15,51,30,13,18,223,71,331,233,13,12,16,6,202
340,241,402,33,121,57,44,31,599,297,380,432,42,44,33,21,599
399,517,554,57,188,61,33,47,963,365,582,678,69,86,46,30,990
207,257,179,30,77,45,5,22,316,206,294,218,23,24,21,11,350
604,571,603,109,316,101,105,48,1094,644,712,673,86,100,83,27,1234
299,318,270,28,127,38,32,23,516,252,418,325,28,52,25,20,540
26,210,110,12,33,23,5,4,114,45,230,146,7,14,8,4,108
155,291,221,29,72,38,22,25,369,171,335,279,19,40,28,17,334
311,483,350,56,135,69,57,20,582,296,525,407,28,55,45,23,691
141,186,234,35,55,37,14,13,313,148,224,321,14,27,30,12,272
149,330,154,20,93,31,20,13,275,164,355,214,40,44,24,15,305
103,314,139,27,54,47,15,9,319,92,316,217,11,18,20,9,347
336,432,343,45,113,70,42,26,531,290,521,479,36,38,31,12,495
168,391,227,32,77,44,17,21,370,162,426,305,31,26,26,12,346
216,165,203,25,53,33,17,11,392,175,214,222,15,39,17,13,421
228,419,260,45,140,79,19,21,570,252,430,346,50,41,35,24,463
37,213,45,7,26,11,2,3,100,51,200,59,7,10,6,3,107
75,199,94,38,85,64,20,11,191,97,252,139,24,15,28,7,235
215,256,282,40,101,40,24,26,481,199,317,307,28,46,26,12,490
121,177,190,28,45,34,13,19,202,100,197,270,16,24,12,13,205
221,528,248,48,96,42,26,10,518,190,629,374,25,38,18,7,459
147,211,153,25,88,27,33,13,272,165,242,191,21,40,36,8,351
24,108,95,7,43,26,5,10,81,52,128,109,14,11,12,7,89
578,333,406,66,150,71,42,31,676,574,438,467,52,55,48,23,731
103,205,127,27,65,24,11,5,335,86,274,174,19,16,13,10,306
200,364,318,38,89,48,21,23,526,196,417,430,23,39,36,19,474
128,191,98,23,79,17,12,5,178,138,212,118,23,29,14,8,219
382,799,471,70,213,90,70,29,782,348,879,581,69,81,63,45,856
478,396,419,56,164,69,56,27,656,450,481,539,59,90,51,21,701
139,337,187,26,106,54,29,21,398,169,387,218,40,48,23,24,392
59,187,114,12,35,16,13,8,186,61,214,155,11,15,6,7,198
78,154,72,22,23,8,13,15,139,72,147,85,5,22,14,3,163
565,456,516,74,123,107,36,40,964,479,579,629,39,66,58,36,1006
93,164,121,16,41,42,15,3,257,91,203,133,9,24,13,8,255
239,330,286,31,117,50,40,19,412,227,380,321,34,34,54,23,423
633,384,443,59,298,71,69,44,1169,720,501,511,120,102,60,41,1227
256,93,119,23,36,28,11,12,271,254,144,142,9,12,6,11,246
632,941,655,158,357,186,133,71,1618,663,1190,867,102,229,105,48,1483
1071,559,798,107,403,196,114,69,1210,940,841,883,120,178,130,52,1331
628,407,483,98,172,92,43,54,795,568,526,593,44,89,45,32,896
261,550,239,42,140,57,44,19,457,238,575,314,45,93,34,30,497
65,97,41,7,40,8,8,6,97,59,121,61,11,13,6,4,89
619,764,683,123,277,197,80,68,1044,555,926,972,96,139,83,48,1136
249,549,413,42,118,82,40,38,580,235,601,484,44,92,29,26,623
149,80,98,15,21,21,1,11,147,140,97,104,0,9,7,12,132
314,284,228,37,69,71,32,20,441,249,331,268,24,52,19,24,500
50,30,76,8,9,10,0,1,81,36,39,85,1,5,4,0,103
313,415,336,41,217,92,39,35,670,340,474,423,63,110,51,22,703
371,277,322,60,72,52,20,25,531,303,337,421,14,28,25,18,598
99,168,122,13,41,27,15,8,186,99,195,142,13,33,14,6,182
281,476,295,46,92,50,19,20,360,250,503,342,27,46,38,22,417
67,159,110,14,28,27,9,5,225,54,169,142,6,13,9,8,261
285,564,358,55,125,91,54,38,733,305,679,431,49,72,38,36,683
371,266,280,58,122,63,47,19,697,362,372,313,25,78,40,17,686
140,197,126,26,65,33,27,11,268,155,277,171,18,43,22,12,233
2820,926,1999,240,604,431,188,137,3591,2474,1412,2492,148,216,233,107,3564
1264,363,948,118,236,199,89,56,1413,1200,675,1091,65,131,94,62,1368
124,154,104,17,35,28,19,8,156,101,187,150,10,32,15,5,213
1855,952,1196,163,669,289,201,103,2712,1837,1330,1432,169,264,237,112,2637
188,240,159,21,78,55,28,8,285,221,292,177,22,57,37,11,261
942,580,842,104,300,192,124,48,1387,921,854,1061,95,150,93,64,1307
286,268,196,11,123,42,17,21,396,307,293,280,38,65,30,15,384
333,352,338,46,139,88,47,19,577,367,482,426,34,81,34,19,607
462,242,280,40,207,60,61,21,500,483,355,356,69,90,60,22,488
592,398,421,51,167,97,61,33,740,636,521,551,38,101,62,29,671
4306,2467,2809,508,2063,666,740,281,6011,4627,3553,3407,566,915,618,258,6844
922,988,602,142,427,168,200,49,1497,952,1261,779,126,216,157,53,1498
870,695,558,75,421,150,105,73,1542,936,825,788,140,173,149,62,1687
293,416,208,28,150,62,22,17,418,269,481,278,47,56,28,14,484
400,244,237,43,129,52,45,12,396,390,366,337,24,48,44,28,381
1280,549,904,125,458,166,162,61,1523,1336,965,1109,122,209,131,59,1545
308,252,227,46,118,65,24,17,401,282,333,287,36,37,42,26,437
633,437,590,79,206,170,70,34,865,589,602,818,55,129,55,29,860
796,758,474,80,301,143,107,52,989,735,878,639,68,171,86,55,1123
4229,1382,2708,334,963,572,374,236,5677,4108,2281,3121,278,374,370,219,5315
863,812,556,110,574,129,187,64,1283,1003,1076,648,153,250,146,57,1289
221,231,144,34,58,40,16,14,197,196,305,202,14,23,22,8,214
226,269,151,33,92,32,21,16,263,219,303,215,24,37,33,16,294
164,323,265,33,82,42,10,13,358,157,351,352,18,37,25,5,397
168,274,99,11,29,16,13,7,212,133,255,168,5,12,12,13,218
533,452,320,44,152,68,35,21,783,396,538,437,33,59,49,14,842
519,465,282,59,227,91,69,23,559,563,564,412,74,106,57,36,631
89,178,106,12,32,18,17,12,233,80,172,166,9,10,22,15,263
160,664,257,31,71,69,24,20,475,124,660,326,40,26,27,29,544
658,237,260,31,119,123,24,15,493,618,339,399,33,46,38,17,481
917,370,484,75,242,108,66,51,889,848,540,661,66,81,75,55,911
1134,468,500,55,248,122,91,43,1033,997,604,587,74,145,67,34,1134
273,369,156,33,76,44,14,10,400,211,394,262,18,30,23,10,407
153,438,228,28,49,35,24,19,324,121,457,297,10,32,16,14,356
624,706,419,60,143,92,58,30,664,564,801,602,20,85,36,27,655
194,412,187,33,70,32,24,9,416,165,426,283,17,34,15,13,376
1208,1201,843,127,454,153,138,80,1824,1274,1387,1141,132,204,122,61,1875
80,305,53,17,40,29,8,12,189,82,347,92,13,14,30,10,168
846,669,403,64,260,110,61,29,865,851,822,536,83,106,47,23,872
425,416,231,29,55,39,25,29,435,320,465,345,13,27,34,17,452
884,447,391,63,279,105,63,38,790,926,589,517,107,89,92,47,816
98,193,67,10,34,13,12,11,134,84,184,92,9,12,11,8,159
77,310,74,12,19,27,12,10,188,73,320,103,9,11,6,16,209
270,290,328,23,79,49,28,15,309,247,340,347,22,45,28,24,367
1145,576,511,102,328,132,62,73,1098,1057,777,695,88,105,103,46,1119
522,593,348,43,152,61,22,28,515,458,615,454,23,44,43,18,643
143,345,138,29,75,42,24,44,290,125,373,218,22,27,23,12,327
30,151,111,10,27,10,7,4,210,43,192,137,9,17,10,3,192
133,129,118,83,43,17,8,7,264,99,157,176,10,13,7,3,350
373,276,461,73,95,107,42,27,868,324,425,582,25,53,23,30,829
513,392,490,115,153,67,39,34,916,473,471,658,53,58,42,27,911
84,128,92,10,40,20,14,7,194,89,167,144,11,18,5,6,193
52,97,69,12,39,15,3,8,133,47,117,86,10,7,2,5,160
121,210,225,34,43,26,14,21,412,95,238,242,15,18,14,10,451
123,230,143,27,41,30,18,10,313,114,225,198,11,11,14,9,360
151,403,279,52,143,59,53,35,497,181,509,341,40,86,36,12,538
62,157,74,21,21,17,2,2,127,53,172,116,6,8,2,1,131
77,178,117,4,31,14,5,2,137,55,175,158,5,12,11,6,156
87,365,218,21,39,34,18,10,262,85,341,293,17,22,15,12,278
182,460,326,50,87,52,36,23,594,180,472,430,25,38,24,21,626
204,366,405,44,98,55,29,25,645,186,408,439,31,46,23,10,722
304,376,413,48,66,66,26,26,665,226,416,578,15,38,35,34,592
12,90,35,9,26,11,3,4,71,20,102,36,16,13,6,1,73
125,106,89,9,23,12,12,2,159,99,135,132,8,10,4,8,130
285,358,262,51,148,45,49,22,587,293,448,384,51,74,27,14,623
142,148,179,23,59,26,19,6,546,147,159,275,21,17,14,6,492
99,176,221,35,62,41,14,4,270,93,227,260,15,21,16,9,307
70,193,145,24,39,21,18,13,206,80,215,157,12,19,17,6,212
32,200,94,15,28,14,7,11,146,46,211,114,10,15,12,7,154
122,201,180,21,46,31,15,2,201,110,221,203,8,14,13,15,251
131,250,220,42,56,28,30,12,359,132,295,284,17,22,16,4,369
1249,1118,1261,186,620,259,238,117,3412,1361,1420,1493,223,294,173,72,3316
33,168,59,11,37,14,7,3,130,45,186,71,5,13,10,1,123
44,194,140,11,42,18,14,19,162,70,224,177,7,31,18,10,151
161,188,265,34,113,37,19,17,456,181,295,285,26,38,20,12,499
146,200,119,11,26,38,18,6,356,136,239,181,16,28,12,14,328
71,137,117,12,36,20,11,8,182,83,151,126,6,24,8,7,184
235,534,289,67,132,67,30,32,586,249,595,435,59,56,24,24,504
97,235,259,40,119,33,27,12,424,128,335,260,30,48,18,8,416
156,290,212,33,67,51,26,12,369,151,348,255,27,31,13,11,361
325,371,295,35,69,38,16,16,573,249,447,438,17,32,18,10,541
47,160,86,19,30,6,4,1,120,44,159,99,10,8,4,3,145
95,91,77,13,25,6,2,2,134,93,104,98,15,14,9,1,123
58,92,44,6,18,14,7,7,83,42,90,85,3,10,7,7,73
66,147,66,8,19,8,2,6,83,58,136,87,5,22,6,8,99
268,399,271,41,90,63,39,21,568,261,471,410,39,73,36,33,492
84,324,103,25,49,17,13,9,270,98,369,173,15,32,14,12,187
31,141,81,4,22,9,4,3,86,37,147,93,4,5,5,3,75
39,162,58,10,32,16,8,8,103,42,178,83,13,18,4,3,95
469,404,217,47,163,73,34,38,671,429,510,318,63,58,33,25,625
120,263,82,23,47,42,17,18,185,142,203,156,17,24,17,14,207
26,134,59,11,11,16,4,2,71,21,137,87,2,9,6,9,65
161,316,149,24,92,20,21,4,440,148,351,222,35,39,27,10,371
284,307,179,23,42,42,20,20,398,265,338,217,7,36,16,10,382
154,251,136,7,40,23,23,8,223,142,258,173,11,28,9,10,239
203,251,239,18,28,32,2,14,283,159,295,273,14,12,12,2,310
201,322,131,23,109,28,25,16,369,231,362,191,32,34,20,10,405
155,395,189,13,33,38,7,26,333,123,422,287,9,19,8,7,326
175,337,165,22,58,31,16,30,461,161,360,256,20,28,22,15,398
60,141,63,9,14,9,4,4,138,38,143,77,6,5,3,1,144
71,190,51,13,32,9,7,7,127,99,194,72,7,8,9,3,106
124,271,92,9,103,23,22,15,343,137,273,145,32,30,23,14,299
96,293,106,15,24,26,24,9,218,67,306,169,11,23,7,9,202
175,478,150,34,113,47,17,8,400,169,477,233,29,61,36,19,444
49,186,56,5,12,15,2,8,199,34,196,86,5,10,10,6,173
155,365,191,25,87,42,15,16,383,134,437,260,28,39,30,10,349
180,422,174,22,65,40,13,14,358,169,476,236,15,30,19,11,320
112,442,154,32,53,22,26,10,317,99,456,241,25,23,16,7,308
116,379,153,25,64,68,35,33,370,109,464,234,20,44,22,17,333
168,424,108,15,52,26,11,17,342,153,434,126,23,31,12,10,362
72,224,145,29,52,37,16,7,234,100,248,187,10,17,7,11,245
413,749,355,53,230,135,75,34,864,448,902,557,61,106,61,27,833
74,132,62,9,21,18,5,4,95,72,125,66,7,18,7,5,112
178,513,139,32,98,48,25,16,387,185,556,221,26,49,20,11,378
98,239,70,13,61,20,4,18,149,101,252,115,21,16,20,6,136
49,175,56,6,58,16,10,9,123,56,171,86,22,26,12,8,116
130,312,120,17,73,32,30,10,260,130,329,199,22,29,13,14,239
214,657,227,24,129,42,24,37,522,191,690,331,58,54,21,23,477
90,132,52,12,23,12,9,5,107,99,106,95,11,17,2,10,122
71,144,91,10,14,12,4,0,155,56,148,115,6,8,5,2,117
341,655,341,52,134,82,27,34,751,333,666,476,47,65,36,22,717
85,130,98,16,39,27,12,4,122,99,173,115,14,13,4,9,103
781,769,850,113,208,122,62,48,1103,666,992,1131,64,75,54,36,1056
209,304,288,38,96,52,18,38,503,192,364,388,40,41,22,17,495
157,300,229,65,69,49,21,18,381,169,357,304,30,25,25,14,370
108,263,132,20,42,27,15,3,247,99,316,145,7,25,10,6,234
103,283,190,38,53,36,22,10,293,104,338,282,10,27,20,12,265
88,184,103,25,46,25,14,14,317,84,164,150,14,13,14,8,319
230,270,288,50,36,53,15,14,487,181,327,433,8,33,29,10,429
191,606,433,149,97,64,35,24,756,217,670,623,35,48,40,17,709
160,249,155,23,35,29,10,8,338,103,292,165,13,9,8,7,413
146,386,324,55,64,70,23,40,496,152,466,463,23,23,21,16,461
15,100,41,4,8,2,2,8,47,21,103,64,1,4,0,2,49
289,503,375,94,94,45,26,42,619,224,593,537,33,40,33,22,644
199,356,414,49,104,61,29,21,586,185,448,495,46,43,17,16,546
146,320,238,53,58,29,18,18,310,143,354,306,20,30,18,10,294
277,241,282,33,82,57,31,13,549,285,274,319,31,43,32,9,609
120,426,257,41,53,44,7,20,319,119,442,352,21,19,7,14,314
423,423,474,53,122,66,43,31,740,390,520,540,28,50,38,20,745
147,321,287,42,69,38,17,13,523,130,381,356,12,24,22,13,493
70,359,234,339,25,33,10,11,353,90,469,444,11,43,18,9,371
137,215,195,42,51,25,9,9,249,109,242,303,22,20,15,10,221
648,482,562,84,260,95,68,35,1558,613,603,688,68,75,73,33,1625
166,543,300,77,71,47,18,16,483,142,610,382,26,53,14,9,486
47,210,129,50,28,15,12,7,142,49,222,195,5,19,3,5,170
158,203,113,75,48,25,14,11,315,131,238,182,16,21,18,5,327
404,440,409,46,106,89,19,29,769,354,548,578,31,57,21,9,719
45,122,92,24,9,15,5,11,159,35,142,117,6,11,4,4,138
167,307,160,13,45,38,12,12,276,150,339,195,9,17,15,6,264
210,299,183,32,56,36,14,21,346,183,337,249,13,31,13,9,384
122,403,227,51,112,60,37,21,535,180,496,281,46,38,32,23,465
123,379,236,64,94,44,23,22,380,161,429,273,23,41,28,15,462
269,395,241,55,204,68,62,29,471,356,480,275,50,93,50,18,546
592,605,509,182,284,131,90,54,1413,636,818,687,85,121,105,40,1489
477,454,310,48,274,91,50,30,599,545,605,415,89,83,62,25,645
219,404,207,48,84,61,22,19,435,226,488,311,19,51,16,20,386
