SPO_13,OVP_13,FPO_13,BZO_13,GRUNE_13,FRANK_13,NEOS_13,SONST_13,NW_13,SPO_17,OVP_17,FPO_17,GRUNE_17,NEOS_17,PILZ_17,SONST_17,NW_17
20,21,71,26,5,27,4,4,75,0,0,0,0,0,0,0,0
189,278,277,45,98,104,24,18,448,0,0,0,0,0,0,0,0
301,212,313,49,97,124,34,21,633,0,0,0,0,0,0,0,0
138,102,119,16,13,49,8,6,236,0,0,0,0,0,0,0,0
119,131,88,10,54,84,10,7,222,0,0,0,0,0,0,0,0
45,77,68,10,13,66,4,3,180,0,0,0,0,0,0,0,0
232,280,239,34,70,164,28,14,289,0,0,0,0,0,0,0,0
192,280,194,26,85,109,25,14,461,0,0,0,0,0,0,0,0
93,103,192,32,49,181,15,20,248,0,0,0,0,0,0,0,0
144,122,168,16,52,120,18,9,217,0,0,0,0,0,0,0,0
113,236,216,11,39,84,16,10,225,0,0,0,0,0,0,0,0
42,153,405,24,44,90,19,12,209,0,0,0,0,0,0,0,0
527,493,578,86,428,332,132,70,2010,0,0,0,0,0,0,0,0
77,196,165,25,26,85,17,4,173,0,0,0,0,0,0,0,0
150,153,124,35,71,152,25,18,304,0,0,0,0,0,0,0,0
66,70,89,12,11,28,3,3,76,0,0,0,0,0,0,0,0
92,100,124,23,22,49,6,6,163,0,0,0,0,0,0,0,0
108,281,172,23,30,166,20,13,274,0,0,0,0,0,0,0,0
181,289,264,38,88,188,33,20,360,0,0,0,0,0,0,0,0
94,236,136,27,23,113,9,12,270,0,0,0,0,0,0,0,0
317,211,289,30,147,291,45,43,594,0,0,0,0,0,0,0,0
42,63,94,11,12,57,2,8,120,0,0,0,0,0,0,0,0
82,85,137,11,39,76,9,10,207,0,0,0,0,0,0,0,0
157,94,142,28,45,112,17,16,268,0,0,0,0,0,0,0,0
63,173,83,19,5,54,6,5,112,0,0,0,0,0,0,0,0
56,73,131,9,3,32,2,2,120,0,0,0,0,0,0,0,0
122,205,160,27,116,157,14,24,370,0,0,0,0,0,0,0,0
31,97,81,9,22,48,3,8,90,0,0,0,0,0,0,0,0
213,345,255,34,90,172,30,11,467,0,0,0,0,0,0,0,0
219,301,457,54,123,251,31,23,636,0,0,0,0,0,0,0,0
34,33,82,10,13,44,4,3,110,0,0,0,0,0,0,0,0
12,23,221,29,34,65,19,3,119,0,0,0,0,0,0,0,0
174,236,296,40,142,204,38,29,592,0,0,0,0,0,0,0,0
32,67,65,15,15,74,6,13,136,0,0,0,0,0,0,0,0
56,86,110,14,48,92,20,13,258,0,0,0,0,0,0,0,0
138,188,230,27,91,196,13,24,389,0,0,0,0,0,0,0,0
109,221,200,16,30,98,12,14,227,0,0,0,0,0,0,0,0
1446,493,806,130,566,702,121,144,2840,0,0,0,0,0,0,0,0
141,293,95,22,38,34,12,6,253,0,0,0,0,0,0,0,0
241,54,155,18,49,61,18,24,306,0,0,0,0,0,0,0,0
36,31,64,10,17,27,6,15,52,0,0,0,0,0,0,0,0
176,254,157,28,32,69,12,22,290,0,0,0,0,0,0,0,0
155,77,111,29,44,48,15,9,134,0,0,0,0,0,0,0,0
17,33,45,11,3,12,1,5,40,0,0,0,0,0,0,0,0
213,129,174,29,50,42,17,9,305,0,0,0,0,0,0,0,0
1698,545,1356,231,327,369,138,168,2865,0,0,0,0,0,0,0,0
42,97,84,53,16,36,12,15,179,0,0,0,0,0,0,0,0
2132,431,1521,203,304,383,130,236,3434,0,0,0,0,0,0,0,0
295,327,306,80,87,153,47,23,544,0,0,0,0,0,0,0,0
322,270,302,53,69,76,23,28,533,0,0,0,0,0,0,0,0
87,106,93,26,17,29,18,6,216,0,0,0,0,0,0,0,0
111,81,74,15,32,23,9,8,153,0,0,0,0,0,0,0,0
96,137,118,18,39,53,14,12,239,0,0,0,0,0,0,0,0
583,181,339,56,71,113,28,21,646,0,0,0,0,0,0,0,0
75,115,77,32,26,24,8,8,137,0,0,0,0,0,0,0,0
75,53,58,12,12,17,8,7,86,0,0,0,0,0,0,0,0
21,24,32,4,5,3,0,2,55,0,0,0,0,0,0,0,0
91,67,55,7,5,22,1,2,85,0,0,0,0,0,0,0,0
66,86,50,14,11,18,5,0,156,0,0,0,0,0,0,0,0
128,147,110,31,26,39,2,10,175,0,0,0,0,0,0,0,0
171,154,180,48,43,64,11,11,292,0,0,0,0,0,0,0,0
281,163,180,36,65,74,22,16,261,0,0,0,0,0,0,0,0
206,206,176,25,34,55,14,18,251,0,0,0,0,0,0,0,0
25,99,50,7,10,14,6,3,95,0,0,0,0,0,0,0,0
1020,339,764,150,158,286,76,93,1334,0,0,0,0,0,0,0,0
189,171,158,52,63,63,29,12,334,0,0,0,0,0,0,0,0
113,161,93,17,93,55,27,15,280,0,0,0,0,0,0,0,0
247,209,228,23,78,57,21,14,362,0,0,0,0,0,0,0,0
388,242,274,42,92,71,30,18,483,0,0,0,0,0,0,0,0
60,53,46,8,16,11,13,4,60,0,0,0,0,0,0,0,0
2294,752,1557,233,563,529,201,238,3938,0,0,0,0,0,0,0,0
53,71,113,6,21,46,12,10,85,0,0,0,0,0,0,0,0
24,38,16,1,1,4,3,1,39,0,0,0,0,0,0,0,0
19,49,46,22,10,24,14,6,105,0,0,0,0,0,0,0,0
442,155,112,15,27,44,10,6,298,0,0,0,0,0,0,0,0
50,50,47,3,4,12,5,4,96,0,0,0,0,0,0,0,0
114,104,95,12,14,21,15,4,148,0,0,0,0,0,0,0,0
3881,736,2786,261,600,715,271,352,6761,0,0,0,0,0,0,0,0
1241,430,675,89,171,234,71,65,1584,0,0,0,0,0,0,0,0
165,201,153,45,70,81,33,12,431,0,0,0,0,0,0,0,0
482,167,370,52,81,132,30,29,718,0,0,0,0,0,0,0,0
236,80,112,29,42,36,27,12,225,0,0,0,0,0,0,0,0
103,36,63,7,6,3,7,4,112,0,0,0,0,0,0,0,0
1747,383,1149,124,275,323,121,167,2619,0,0,0,0,0,0,0,0
261,152,204,25,34,49,25,15,326,0,0,0,0,0,0,0,0
552,301,460,83,159,174,70,57,828,0,0,0,0,0,0,0,0
281,156,324,47,65,88,28,24,432,0,0,0,0,0,0,0,0
57,34,31,6,7,14,5,3,76,0,0,0,0,0,0,0,0
211,113,173,16,24,40,17,9,277,0,0,0,0,0,0,0,0
401,126,457,50,112,128,50,33,698,0,0,0,0,0,0,0,0
257,120,106,24,27,47,10,11,256,0,0,0,0,0,0,0,0
433,107,204,21,46,75,19,33,483,0,0,0,0,0,0,0,0
163,160,185,29,20,34,19,17,223,0,0,0,0,0,0,0,0
776,181,273,20,53,93,27,39,652,0,0,0,0,0,0,0,0
426,134,384,37,54,109,31,34,602,0,0,0,0,0,0,0,0
89,180,152,27,62,105,39,30,268,0,0,0,0,0,0,0,0
156,457,257,47,84,205,28,16,511,0,0,0,0,0,0,0,0
77,88,144,22,19,80,6,7,109,0,0,0,0,0,0,0,0
244,384,207,15,45,65,21,15,379,0,0,0,0,0,0,0,0
48,89,110,26,34,79,13,5,149,0,0,0,0,0,0,0,0
136,247,224,17,32,94,15,3,249,0,0,0,0,0,0,0,0
567,839,660,134,276,407,110,88,1748,0,0,0,0,0,0,0,0
222,526,387,36,97,205,33,16,565,0,0,0,0,0,0,0,0
35,115,113,19,15,99,2,1,119,0,0,0,0,0,0,0,0
103,287,168,33,43,101,18,23,367,0,0,0,0,0,0,0,0
29,143,81,13,33,63,13,5,149,0,0,0,0,0,0,0,0
48,234,136,27,16,91,15,5,101,0,0,0,0,0,0,0,0
41,115,95,12,30,73,20,9,125,0,0,0,0,0,0,0,0
187,351,349,82,144,230,53,54,662,0,0,0,0,0,0,0,0
63,72,64,7,7,39,4,8,74,0,0,0,0,0,0,0,0
105,282,236,33,47,98,28,5,355,0,0,0,0,0,0,0,0
33,68,52,14,12,38,3,11,53,0,0,0,0,0,0,0,0
78,223,238,34,56,133,19,19,366,0,0,0,0,0,0,0,0
96,171,151,29,23,70,14,16,164,0,0,0,0,0,0,0,0
76,123,213,45,50,133,9,24,276,0,0,0,0,0,0,0,0
249,87,119,15,39,64,9,11,291,0,0,0,0,0,0,0,0
309,370,240,45,128,103,31,20,514,0,0,0,0,0,0,0,0
58,159,77,3,14,26,3,2,118,0,0,0,0,0,0,0,0
145,89,97,15,10,46,9,7,103,0,0,0,0,0,0,0,0
89,275,152,22,28,66,12,12,202,0,0,0,0,0,0,0,0
138,196,171,20,33,67,10,6,273,0,0,0,0,0,0,0,0
243,94,141,49,40,52,21,11,249,0,0,0,0,0,0,0,0
100,248,201,17,32,66,9,11,216,0,0,0,0,0,0,0,0
38,60,49,12,33,31,9,2,69,0,0,0,0,0,0,0,0
94,342,223,24,43,82,16,12,170,0,0,0,0,0,0,0,0
215,121,118,20,27,38,17,8,214,0,0,0,0,0,0,0,0
142,327,210,18,30,106,10,15,278,0,0,0,0,0,0,0,0
147,270,241,26,55,119,17,13,296,0,0,0,0,0,0,0,0
25,56,54,5,9,30,3,1,62,0,0,0,0,0,0,0,0
177,263,114,19,21,65,9,12,169,0,0,0,0,0,0,0,0
42,151,104,11,10,18,12,2,166,0,0,0,0,0,0,0,0
27,68,100,13,26,61,8,14,103,0,0,0,0,0,0,0,0
57,98,124,19,23,73,12,6,181,0,0,0,0,0,0,0,0
107,194,131,19,57,112,23,12,319,0,0,0,0,0,0,0,0
144,292,195,26,45,44,26,11,378,0,0,0,0,0,0,0,0
57,224,107,14,16,62,4,8,109,0,0,0,0,0,0,0,0
81,147,111,23,35,36,11,7,148,0,0,0,0,0,0,0,0
59,53,44,8,12,33,8,3,81,0,0,0,0,0,0,0,0
69,238,140,16,26,62,11,3,157,0,0,0,0,0,0,0,0
6,62,70,10,4,15,6,2,69,0,0,0,0,0,0,0,0
167,287,236,49,91,155,28,19,723,0,0,0,0,0,0,0,0
150,185,108,34,73,49,26,12,476,0,0,0,0,0,0,0,0
216,136,149,14,29,65,8,7,230,0,0,0,0,0,0,0,0
65,103,87,13,17,36,5,13,141,0,0,0,0,0,0,0,0
31,76,81,5,17,40,2,3,131,0,0,0,0,0,0,0,0
113,127,119,14,19,73,16,5,168,0,0,0,0,0,0,0,0
98,341,162,24,48,72,8,9,312,0,0,0,0,0,0,0,0
24,71,54,6,21,33,12,3,96,0,0,0,0,0,0,0,0
33,80,71,13,17,40,3,4,118,0,0,0,0,0,0,0,0
94,194,127,22,28,84,12,5,189,0,0,0,0,0,0,0,0
332,501,418,38,114,149,45,27,881,0,0,0,0,0,0,0,0
529,365,482,59,164,231,75,58,1483,0,0,0,0,0,0,0,0
83,117,130,5,14,61,7,8,199,0,0,0,0,0,0,0,0
45,132,115,6,19,30,11,5,104,0,0,0,0,0,0,0,0
54,161,71,14,18,41,2,5,182,0,0,0,0,0,0,0,0
9,28,57,11,8,31,7,4,50,0,0,0,0,0,0,0,0
112,459,291,40,73,140,23,10,468,0,0,0,0,0,0,0,0
178,314,310,62,86,150,48,23,612,0,0,0,0,0,0,0,0
153,166,172,17,20,80,15,8,302,0,0,0,0,0,0,0,0
81,150,171,20,27,55,16,7,204,0,0,0,0,0,0,0,0
12,67,44,10,10,32,2,6,96,0,0,0,0,0,0,0,0
135,323,254,27,70,150,22,25,498,0,0,0,0,0,0,0,0
65,181,113,22,28,79,6,1,210,0,0,0,0,0,0,0,0
155,180,149,21,33,52,8,18,207,0,0,0,0,0,0,0,0
96,168,100,13,17,50,9,6,178,0,0,0,0,0,0,0,0
99,281,192,44,57,141,36,17,431,0,0,0,0,0,0,0,0
198,295,335,45,76,162,34,22,515,0,0,0,0,0,0,0,0
69,76,80,11,10,63,8,6,114,0,0,0,0,0,0,0,0
91,218,189,24,39,83,38,12,258,0,0,0,0,0,0,0,0
18,103,59,3,11,42,4,4,84,0,0,0,0,0,0,0,0
110,88,113,18,32,33,12,5,144,0,0,0,0,0,0,0,0
59,123,96,17,19,59,19,10,181,0,0,0,0,0,0,0,0
35,158,78,10,10,41,3,6,117,0,0,0,0,0,0,0,0
129,159,195,17,28,89,16,7,323,0,0,0,0,0,0,0,0
17,94,61,8,17,40,8,2,94,0,0,0,0,0,0,0,0
315,473,431,66,133,257,56,36,830,0,0,0,0,0,0,0,0
165,155,183,43,71,66,25,16,549,0,0,0,0,0,0,0,0
87,130,111,9,18,52,8,5,215,0,0,0,0,0,0,0,0
62,93,111,9,10,47,8,3,158,0,0,0,0,0,0,0,0
209,389,320,34,40,192,24,19,513,0,0,0,0,0,0,0,0
23,76,65,8,17,37,10,9,52,0,0,0,0,0,0,0,0
99,120,109,9,20,64,22,7,214,0,0,0,0,0,0,0,0
52,115,172,24,26,71,19,19,208,0,0,0,0,0,0,0,0
95,312,267,31,57,90,21,24,371,0,0,0,0,0,0,0,0
40,168,114,9,13,64,17,11,137,0,0,0,0,0,0,0,0
73,127,68,10,42,27,13,5,116,0,0,0,0,0,0,0,0
162,336,193,42,69,104,27,14,522,0,0,0,0,0,0,0,0
42,150,160,23,11,73,15,5,174,0,0,0,0,0,0,0,0
92,110,76,11,27,54,11,15,126,0,0,0,0,0,0,0,0
167,483,312,42,93,190,32,26,614,0,0,0,0,0,0,0,0
107,395,292,30,38,117,16,8,504,0,0,0,0,0,0,0,0
286,421,311,31,56,148,37,18,593,0,0,0,0,0,0,0,0
333,723,581,74,114,282,67,41,907,0,0,0,0,0,0,0,0
41,148,87,18,15,63,6,7,144,0,0,0,0,0,0,0,0
83,188,167,15,47,52,23,5,222,0,0,0,0,0,0,0,0
124,370,218,29,67,96,24,13,342,0,0,0,0,0,0,0,0
73,74,143,17,32,61,9,4,149,0,0,0,0,0,0,0,0
126,129,122,11,28,62,7,6,236,0,0,0,0,0,0,0,0
9,43,54,11,5,32,1,2,70,0,0,0,0,0,0,0,0
21,87,82,13,11,48,8,6,92,0,0,0,0,0,0,0,0
88,218,145,24,34,67,14,9,257,0,0,0,0,0,0,0,0
94,311,378,65,64,141,28,13,342,0,0,0,0,0,0,0,0
